number,option1,option2,option1Votes,option2Votes,recommended,active,available,hidden,like,dislike,cat
631,Be hunted by a cult with modern weapons,Be hunted by a pack of lions,5698,10055,0,1,1,0,0,0,
632,Have all your shirts be 2 sizes too big,Have all your pants be 2 sizes too small,14788,1331,0,1,1,0,0,0,
633,Travel with a circus,Travel with a band,3329,12876,0,1,1,0,0,0,
634,Lose your sense of smell,Lose your sense of taste,12382,3728,0,1,1,0,0,0,
635,Own your dream house,Own your dream car,13766,2571,0,1,1,0,0,0,
636,Live the same day over and over again for one year,Lose a year of your life,6821,9300,0,1,1,0,0,0,
637,Be a famous inventor,Be a famous writer,11731,4515,0,1,1,0,0,0,
638,Have a head the size of a tennis ball,Have a head the size of a watermelon,2592,13352,0,1,1,0,0,0,
639,Give up your favorite food forever,Give up your favorite drink forever,4419,11638,0,1,1,0,0,0,
640,Never be able to go out during the day,Never be able to go out at night,4301,11763,0,1,1,0,0,0,
641,Be half your weight,Double your weight,9495,6600,0,1,1,0,0,0,
642,Wrestle an alligator,Wrestle a bear,10457,5671,0,1,1,0,0,0,
643,Sneeze every time you greet someone,Burp every time you dismiss someone e.g. say bye,9540,6471,0,1,1,0,0,0,
644,Own a private island,Own a private jet,10846,5377,0,1,1,0,0,0,
645,Be a genius that nobody believes,Be an idiot that everyone believes,11218,4987,0,1,1,0,0,0,
646,Become a strangers puppet for a day,Be locked in a small room for a day with only water,4180,11695,0,1,1,0,0,0,
647,Stand all day,Sit all day,5676,10482,0,1,1,0,0,0,
648,Win 50 000,Let your best friend win 500 000,6091,10034,0,1,1,0,0,0,
649,Face your biggest fear once,Have constant small fears daily,13156,2771,0,1,1,0,0,0,
650,Move to a new city or town every week,Never be able to leave the city or town you were born in,8509,7445,0,1,1,0,0,0,
651,Have the most epic entrance whenever you arrive,Have the most epic goodbye whenever you leave,10012,6064,0,1,1,0,0,0,
652,Have all your dreams granted but have a 10 chance of instant death,Be forever cursed with very mild inconveniences,12096,3726,0,1,1,0,0,0,
653,Never have to do laundry,Never have to do dishes,7164,9022,0,1,1,0,0,0,
654,Sneeze uncontrollably for 15 minutes every day at a random time,Suddenly become completely naked for 5 minutes once a month at a random time,11049,5037,0,1,1,0,0,0,
655,Live during the Renaissance,Live during the Industrial Revolution,8418,7543,0,1,1,0,0,0,
656,Be forced to dance every time you hear music,Be forced to sing along to any song you hear,5572,10482,0,1,1,0,0,0,
657,Grow a pumpkinsized nose when you lie,Grow donkey ears when youre jealous,6242,9668,0,1,1,0,0,0,
658,Make your browsing history public including incognito and deleted,Never use the internet again,10348,5582,0,1,1,0,0,0,
659,Face a zombie apocalypse,Face a robot apocalypse,11069,4963,0,1,1,0,0,0,660,Have the ability to transform into anythinganyone,Have the ability to gain any skill instantly,4780,11010,0,1,1,0,0,0,
661,Be forced to high five everyone you make eye contact with,Salute every vehicle you see,9757,6251,0,1,1,0,0,0,
662,Choose your phobias,Have your phobias assigned randomly,14130,1945,0,1,1,0,0,0,
663,Live in an amusement park,Live in a zoo,11866,4332,0,1,1,0,0,0,
664,Be a master of calligraphy,Be a master of origami,7982,8058,0,1,1,0,0,0,
665,Never have to sleep again,Never have to eat again,11671,4587,0,1,1,0,0,0,
666,Never age physically,Never age mentally,12581,3656,0,1,1,0,0,0,
667,Be loved by all,Be respected by all,5893,10367,0,1,1,0,0,0,
668,Lose the ability to use GPS,Lose the ability to use a credit card,9675,6408,0,1,1,0,0,0,
669,Shave your eyebrows once a month,Lose one toe of your choice,6736,9540,0,1,1,0,0,0,
670,Have incredibly strong legs and weak arms,Have incredibly strong arms and weak legs,8652,7427,0,1,1,0,0,0,
671,have smelly feet,bad breath,0,0,0,0,0,0,0,0,Weird
672,communicate telepathically,know every single language on the planet,0,0,0,0,0,0,0,0,Weird
673,run into an alien,Big Foot,0,0,0,0,0,0,0,0,Weird
674,uncontrollably break into song,unexpectedly lose your voice,0,0,0,0,0,0,0,0,Weird
675,bounce off of every surface you touch,never be able to jump again,0,0,0,0,0,0,0,0,Weird
676,have a oneminute conversation with your past self,your future self,0,0,0,0,0,0,0,0,Weird
677,be constantly sticky,constantly itchy,0,0,0,0,0,0,0,0,Weird
678,know what your pets think of you,never hear them speak,0,0,0,0,0,0,0,0,Weird
679,shout all of the time,only be able to whisper,0,0,0,0,0,0,0,0,Weird
680,be a member of the Kardashian family,a member of the Obama family,0,0,0,0,0,0,0,0,Weird
681,look like a fish,smell like a fish,0,0,0,0,0,0,0,0,Weird
682,be Youtube famous,TikTok famous,0,0,0,0,0,0,0,0,Weird
683,be hopelessly lost in an old town,lost in the forest,0,0,0,0,0,0,0,0,Weird
684,be chased through a forest by a zombie,by a lion,0,0,0,0,0,0,0,0,Weird
685,have only seven fingers,only seven toes,0,0,0,0,0,0,0,0,Weird
686,have everything you eat be too sweet,not sweet enough forever,0,0,0,0,0,0,0,0,Weird
687,switch your body with your ex,switch your body with your grandma,0,0,0,0,0,0,0,0,Weird
688,only watch one single movie for the rest of your life,only eat the same food for the rest of your life,0,0,0,0,0,0,0,0,Weird
689,have tons of mediocre friends,one really loyal dog,0,0,0,0,0,0,0,0,Weird
690,eat only burgers for a week,only ice cream for a week,0,0,0,0,0,0,0,0,Weird
691,have the superpowers of Iron man,Batman,0,0,0,0,0,0,0,0,Weird
692,live in a world where it constantly snows,always rains,0,0,0,0,0,0,0,0,Weird
693,be able to control fire,control water,0,0,0,0,0,0,0,0,Weird
694,live in a world without music,a world without movies,0,0,0,0,0,0,0,0,Weird
695,be stuck as a character in Friends,in Breaking Bad,0,0,0,0,0,0,0,0,Weird
696,be covered in hair,have no hair at all,0,0,0,0,0,0,0,0,Weird
697,eat cold pizza,hot cereal for breakfast,0,0,0,0,0,0,0,0,Weird
698,not brush your teeth for a week,not take a shower for two weeks,0,0,0,0,0,0,0,0,Weird
699,have a photographic memory,perfect pitch,0,0,0,0,0,0,0,0,Weird
700,be on a dating show,a survival show,0,0,0,0,0,0,0,0,Weird
701,have your least favorite song played on a constant loop,never listen to music again,0,0,0,0,0,0,0,0,Weird
702,always be underdressed,always be overdressed,0,0,0,0,0,0,0,0,Weird
703,be able to teleport,have a private plane,0,0,0,0,0,0,0,0,Weird
704,be too hot,too cold,0,0,0,0,0,0,0,0,Weird
705,be remembered in history books for doing something terrible,be completely forgotten after you die,0,0,0,0,0,0,0,0,Weird
706,be a famous artist,a famous athlete,0,0,0,0,0,0,0,0,Weird
707,find out a longstanding conspiracy theory was true,find out a juicy piece of gossip only you knew,0,0,0,0,0,0,0,0,Weird
708,discover a new planet,find sunken treasure,0,0,0,0,0,0,0,0,Weird
709,be able to do any magic occasionally,have the powers of one superhero all the time,0,0,0,0,0,0,0,0,Weird
710,live on a boat,in a treehouse,0,0,0,0,0,0,0,0,Weird
711,have super weird dreams forever,never dream again,0,0,0,0,0,0,0,0,Weird
712,everything you doodled became real,be able to read peoples minds,0,0,0,0,0,0,0,0,Weird
713,wear the same color every day for a year,wear the same hairstyle forever,0,0,0,0,0,0,0,0,Weird
714,wear heels at the beach,sandals at a muddy outdoor music festival,0,0,0,0,0,0,0,0,Weird
715,spend the rest of your life trapped inside,trapped outside,0,0,0,0,0,0,0,0,Weird
716,give up breakfast,dinner,0,0,0,0,0,0,0,0,Weird
717,spend a full day sitting,standing,0,0,0,0,0,0,0,0,Weird
718,live one 1000year life,10 100year lives,0,0,0,0,0,0,0,0,Weird
719,give up the internet,your pet,0,0,0,0,0,0,0,0,Weird
720,make a movie about your most embarrassing moment,publish your diary,0,0,0,0,0,0,0,0,Weird
721,have your hand stuck in a jar,get your head stuck in a bucket,0,0,0,0,0,0,0,0,Weird
722,be really fast,ultra strong,0,0,0,0,0,0,0,0,Weird
723,be more attractive,more intelligent,0,0,0,0,0,0,0,0,for Couples
724,have a fancy night out,a movie night at home,0,0,0,0,0,0,0,0,for Couples
725,be with the same person for most of your life,many different people,0,0,0,0,0,0,0,0,for Couples
726,give the perfect gift,receive it,0,0,0,0,0,0,0,0,for Couples
727,know everything thats happening in your partners mind,nothing at all,0,0,0,0,0,0,0,0,for Couples
728,go on the best ever once,a bunch of betterthanaverage dates,0,0,0,0,0,0,0,0,for Couples
729,celebrate lots of little relationship milestones,just one big one every year,0,0,0,0,0,0,0,0,for Couples
730,only be able to text,call me for the rest of your life,0,0,0,0,0,0,0,0,for Couples
731,be serenaded by me,your favorite musician,0,0,0,0,0,0,0,0,for Couples
732,wear my underwear,go commando,0,0,0,0,0,0,0,0,for Couples
733,be constantly surprised,always know whats coming,0,0,0,0,0,0,0,0,for Couples
734,go on a romantic and relaxing vacation,a non stop adventure,0,0,0,0,0,0,0,0,for Couples
735,your mind stay young forever,your body,0,0,0,0,0,0,0,0,for Couples
736,spend your free time with a loved one,alone,0,0,0,0,0,0,0,0,for Couples
737,spend time with older,younger people,0,0,0,0,0,0,0,0,for Couples
738,receive flowers,chocolate,0,0,0,0,0,0,0,0,for Couples
739,have people come to you for practical,sage advice,0,0,0,0,0,0,0,0,for Couples
740,be reborn as an animal,an insect,0,0,0,0,0,0,0,0,for Couples
741,plan a wedding,a giant birthday party,0,0,0,0,0,0,0,0,for Couples
742,have pets,kids,0,0,0,0,0,0,0,0,for Couples
743,have someone make you your favorite meal,go out to a new restaurant,0,0,0,0,0,0,0,0,for Couples
744,be the loudest,quietest person in the room,0,0,0,0,0,0,0,0,for Couples
745,workout with your partner at the gym,go for a jog on your own,0,0,0,0,0,0,0,0,for Couples
746,always be late,always be too early,0,0,0,0,0,0,0,0,for Couples
747,be an accomplished writer,speaker,0,0,0,0,0,0,0,0,for Couples
748,forget the worst moment of your life,remember the best moment of your life,0,0,0,0,0,0,0,0,for Couples
749,be 20 for the rest of your life,40,0,0,0,0,0,0,0,0,for Couples
750,get a kiss every day,a hug every day,0,0,0,0,0,0,0,0,for Couples
751,have your heart broken,break someone elses heart,0,0,0,0,0,0,0,0,for Couples
752,have all the money you could desire,all the love you could desire,0,0,0,0,0,0,0,0,for Couples
753,be long distance for a year,spend a month not talking at all,0,0,0,0,0,0,0,0,for Couples
754,have separate bedrooms with your partner,share a bedroom,0,0,0,0,0,0,0,0,for Couples
755,fulfill your biggest wish,resolve your biggest regret,0,0,0,0,0,0,0,0,for Couples
756,marry the person of your dreams,have the career of your dreams,0,0,0,0,0,0,0,0,for Couples
757,feel like you know your partner better than anyone,feel like they make you happier every day,0,0,0,0,0,0,0,0,for Couples
758,cuddle,make out,0,0,0,0,0,0,0,0,for Couples
759,receive money,a gift made by hand,0,0,0,0,0,0,0,0,for Couples
760,be feared,loved,0,0,0,0,0,0,0,0,for Couples
761,know how you die,when you die,0,0,0,0,0,0,0,0,for Couples
762,live in a big city,a small town,0,0,0,0,0,0,0,0,for Couples
763,give up social media,be an influencer,0,0,0,0,0,0,0,0,for Couples
764,explore the deep sea,outer space,0,0,0,0,0,0,0,0,for Couples
765,lose all of the money you earned this year,lose all of the memories you made this year,0,0,0,0,0,0,0,0,for Couples
766,ask for help,figure it out on your own,0,0,0,0,0,0,0,0,for Couples
767,believe in fate,coincidence,0,0,0,0,0,0,0,0,for Couples
768,your partner have an annoying best friend,an intimidating ex,0,0,0,0,0,0,0,0,for Couples
769,vacation at the same beautiful beach every year,visit a new unknown place every year,0,0,0,0,0,0,0,0,for Couples
770,have a water fight,a food fight with your partner,0,0,0,0,0,0,0,0,for Couples
771,travel anywhere you wanted for the rest of your life for free,buy your dream house for free,0,0,0,0,0,0,0,0,for Couples
772,be with someone who hates your favorite foods,hates your pet,0,0,0,0,0,0,0,0,for Couples
773,trust everyone without a thought,have a hard time trusting people,0,0,0,0,0,0,0,0,for Couples
774,your partner could read your mind when you wanted something,gave you a compliment every day,0,0,0,0,0,0,0,0,for Couples
775,Be able to fly,be able to breathe underwater,0,0,0,1,1,0,0,0,for friends
776,Your crush be able to read your mind,have access to your internet history,0,0,0,1,1,0,0,0,for friends
777,Have Zendayas 2022 Oscars look,Timothée Chalamets 2022 Oscars look in your closet,0,0,0,1,1,0,0,0,for friends
778,Swim in the ocean at night knowing a shark could be nearby,spend the night in a house you believed was haunted,0,0,0,1,1,0,0,0,for friends
779,Have been the oldest,youngest child in your family,0,0,0,1,1,0,0,0,for friends
780,Have six months of spring,six months of summer,0,0,0,1,1,0,0,0,for friends
781,Spend a bunch of money on your wedding,on your honeymoon,0,0,0,1,1,0,0,0,for friends
782,Let a spider climb over you,let a snake slither across you,0,0,0,1,1,0,0,0,for friends
783,Go a year without desserts,have to eat a spoonful of wasabi every single day,0,0,0,1,1,0,0,0,for friends
784,Spend a Friday night out with Lil Nas X,Miley Cyrus,0,0,0,1,1,0,0,0,for friends
785,Have to pass out at 9:30 p.m. every night,fall asleep at 3:30 a.m. every night,0,0,0,1,1,0,0,0,for friends
786,Watch RuPauls Drag Race with Andrew Garfield,the Bachelorette with Demi Lovato,0,0,0,1,1,0,0,0,for friends
787,Kiss your crush after not brushing your teeth for a week,know you wont kiss them at all for the next year,0,0,0,1,1,0,0,0,for friends
788,Be brought back as a dog,as a cat in your next life,0,0,0,1,1,0,0,0,for friends
789,Have a photographic memory,the ability to read minds,0,0,0,1,1,0,0,0,for friends
790,Have breakfast for dinner,dinner for breakfast,0,0,0,1,1,0,0,0,for friends
791,Travel only by train,only by boat,0,0,0,1,1,0,0,0,for friends
792,Have to follow the Rocks fitness plan for a month,get one of Pete Davidsons tattoos,0,0,0,1,1,0,0,0,for friends
793,Watch only scary movies,only romcoms for the rest of your life,0,0,0,1,1,0,0,0,for friends
794,Live solo on an uninhabited island,live in a city apartment with six roomies and one bathroom,0,0,0,1,1,0,0,0,for friends
795,Sing well and dance poorly,sing poorly and dance well,0,0,0,1,1,0,0,0,for friends
796,Be able to take back anything you say,listen in on every conversation thats about you,0,0,0,1,1,0,0,0,for friends
797,Be an extra in an acclaimed Oscarwinning movie,star in a sobaditsgood flick,0,0,0,1,1,0,0,0,for friends
798,Have to give up coffee,give up pizza for a year,0,0,0,1,1,0,0,0,for friends
799,Live in a ritzy hotel,live in a cabin in the woods,0,0,0,1,1,0,0,0,for friends
800,Be known for always being honest,always being kind,0,0,0,1,1,0,0,0,for friends
801,Be a contestant on Love Island,Love Is Blind,0,0,0,1,1,0,0,0,for friends
802,Have to sleep for 15 hours a day,only be able to sleep two hours a night,0,0,0,1,1,0,0,0,for friends
803,Only be able to listen to the same song,only be able to watch the same movie for the rest of your life,0,0,0,1,1,0,0,0,for friends
804,Have to publicly speak every day,get a visible tattoo you really hated,0,0,0,1,1,0,0,0,for friends
805,Have a pool in your backyard,live next to the ocean,0,0,0,1,1,0,0,0,for friends
806,Have to post everything in your search history right now,post the names of everyone youve ever had a crush on,0,0,0,1,1,0,0,0,for friends
807,Have to go on 150 first dates in a year,have to automatically spend a year with the next person you go on a date with,0,0,0,1,1,0,0,0,for friends
808,Have one best friend but no casual ones,a big group of casual friends but no best friend,0,0,0,1,1,0,0,0,for friends
809,Swim with eels,sleep in a batfilled cave,0,0,0,1,1,0,0,0,for friends
810,Get a stomach bug middate with someone youre into,have to go on a double date with your parents,0,0,0,1,1,0,0,0,for friends
811,Be the smartest,the funniest person in the room,0,0,0,1,1,0,0,0,for friends
812,Be locked in a room with your ex,go on a date with someone whose political beliefs are the total opposite of yours,0,0,0,1,1,0,0,0,for friends
813,Be given a million dollars tomorrow,10 million dollars 10 years from now,0,0,0,1,1,0,0,0,for friends
814,Always have to tell the truth even when its harsh,be someone who compulsively lies,0,0,0,1,1,0,0,0,for friends
815,Move to a new city every year,only be able to live in your current city for the rest of your life,0,0,0,1,1,0,0,0,for friends
816,Go on tour with your favorite artist,be your favorite actors goto red carpet date,0,0,0,1,1,0,0,0,for friends
817,Show friends every photo in your phone,read out loud every text youve sent this week,0,0,0,1,1,0,0,0,for friends
818,Know how to scuba dive,know how to fly a plane,0,0,0,1,1,0,0,0,for friends
819,Take a vow of celibacy,a vow of silence,0,0,0,1,1,0,0,0,for friends
820,Watch the sunset,the sunrise,0,0,0,1,1,0,0,0,for friends
821,Be best friends with Lizzo,Dolly Parton,0,0,0,1,1,0,0,0,for friends
822,Be locked overnight in an amusement park,in a shopping mall,0,0,0,1,1,0,0,0,for friends
823,Accidentally like your exs Instagram pic,your current partners exs Instagram pic,0,0,0,1,1,0,0,0,for friends
824,Lose your sense of taste,your sense of touch for a year,0,0,0,1,1,0,0,0,for friends
825,Be thrown a surprise birthday party,plan your own party from start to finish,0,0,0,1,1,0,0,0,for friends
826,Fly first class for one swanky vacation a year,take several cheap trips and backpack,0,0,0,1,1,0,0,0,for friends
827,take a vow of celibacy,a vow of silence,0,0,0,1,1,0,0,0,for friends
828,watch the sunset,the sunrise,0,0,0,1,1,0,0,0,for friends
829,be best friends with Lizzo,Dolly Parton,0,0,0,1,1,0,0,0,for friends
830,be locked overnight in an amusement park,in a shopping mall,0,0,0,1,1,0,0,0,for friends
831,accidentally like your exs Instagram pic,your current partners exs Instagram pic,0,0,0,1,1,0,0,0,for friends
832,lose your sense of taste,your sense of touch for a year,0,0,0,1,1,0,0,0,for friends
833,be thrown a surprise birthday party,plan your own party from start to finish,0,0,0,1,1,0,0,0,for friends
834,fly first class for one swanky vacation a year,take several cheap trips and backpack,0,0,0,1,1,0,0,0,for friends
835,have only cake,only pie as your foreverbirthday dessert,0,0,0,1,1,0,0,0,for friends
836,have one child,six no inbetween,0,0,0,1,1,0,0,0,for friends
837,work for a tough boss you like,an easy boss who annoys you,0,0,0,1,1,0,0,0,for friends
838,be unable to remember names,unable to remember faces,0,0,0,1,1,0,0,0,for friends
839,go to your dream school and have to take out a bunch of student loans,go to a decentenough school you have a full ride to,0,0,0,1,1,0,0,0,for friends
840,date your favorite celebrity,be best friends with them,0,0,0,1,1,0,0,0,for friends
841,publish a bestselling book,direct an Oscarwinning movie,0,0,0,1,1,0,0,0,for friends
842,swap wardrobes with Harry Styles,Bella Hadid,0,0,0,1,1,0,0,0,for friends
843,be Nicholas Cages personal assistant for a year,let Elon Musk name your firstborn child,0,0,0,1,1,0,0,0,for friends
844,be known for having the best music taste,known for having the best fashion sense,0,0,0,1,1,0,0,0,for friends
845,be overdressed,underdressed in perpetuity including when youre at home,0,0,0,1,1,0,0,0,for friends
846,spend a month backpacking around Europe,around Asia,0,0,0,1,1,0,0,0,for friends
847,have an apartment in Paris,Mexico City,0,0,0,1,1,0,0,0,for friends
848,spend the day reading,hiking,0,0,0,1,1,0,0,0,for friends
849,take your coffee black,with extra cream and sugar,0,0,0,1,1,0,0,0,for friends
850,your pet be able to talk to you,your pet be able to live forever,0,0,0,1,1,0,0,0,for friends
851,spend every night on vacation out,spend every day taking “R R” to new heights,0,0,0,1,1,0,0,0,for friends
852,dub Codename Kids Next Door The Proud Family the best 2000sera cartoon,0,0,0,1,1,0,0,0,for friends
853,spend a Saturday with BTS,Shawn Mendes,0,0,0,1,1,0,0,0,for friends
854,have to watch only Friends reruns,only The Office reruns for the next year,0,0,0,1,1,0,0,0,for friends
855,have spinach stuck in your teeth all day without knowing,toilet paper stuck to your shoe,0,0,0,1,1,0,0,0,for friends
856,go to a trivia night,go to a standup show,0,0,0,1,1,0,0,0,for friends
857,walk the Great Wall of China,climb the pyramids of Machu Picchu,0,0,0,1,1,0,0,0,for friends
858,go on a movie date,a museum date,0,0,0,1,1,0,0,0,for friends
859,have a landing strip bikini wax,go au naturel,0,0,0,1,1,0,0,0,for friends
860,live alone,live with friends,0,0,0,1,1,0,0,0,for friends
861,go back to your elementary school days,jump forward to retired life,0,0,0,1,1,0,0,0,for friends
862,eat only Cool Ranch Doritos,eat only Cheetos,0,0,0,1,1,0,0,0,for friends
863,be Rihanna,date Rihanna,0,0,0,1,1,0,0,0,for friends
864,be abducted by aliens,stranded at sea,0,0,0,1,1,0,0,0,for friends
865,spend a rainy day trying out a new recipe,marathoning movies,0,0,0,1,1,0,0,0,for friends
866,spend a winter in the snowiest reaches of Canada,a summer in the driest part of the desert,0,0,0,1,1,0,0,0,for friends
867,only be able to read 19th century literature,only be able to read comics,0,0,0,1,1,0,0,0,for friends
868,live next door to your BFF,live in different cities but have a perfect excuse to visit a cool place often,0,0,0,1,1,0,0,0,for friends
869,have Phoebe WallerBridges comedic timing,Normani’s dance moves,0,0,0,1,1,0,0,0,for friends
870,only be able to take threehour baths,threeminute showers no inbetween,0,0,0,1,1,0,0,0,for friends
871,have a messy house youre not responsible for cleaning,have a super tidy house that’s only ever cleaned by you,0,0,0,1,1,0,0,0,for friends
872,date an Aries,date a Libra,0,0,0,1,1,0,0,0,for friends
873,date a Taurus,date a Scorpio,0,0,0,1,1,0,0,0,for friends
874,date a Gemini,date a Sagittarius,0,0,0,1,1,0,0,0,for friends
875,date a Cancer,date a Capricorn,0,0,0,1,1,0,0,0,for friends
876,date a Leo,date an Aquarius,0,0,0,1,1,0,0,0,for friends
877,date a Virgo,date a Pisces,0,0,0,1,1,0,0,0,for friends
878,be 10 centimeters tall,10 feet tall,0,0,0,1,1,0,0,0,for friends
879,be able to paint really well,be able to sculpt really well,0,0,0,1,1,0,0,0,for friends
880,furnish your dream home in antiques,in cuttingedge modern designs,0,0,0,1,1,0,0,0,for friends
881,have a mountain view,litup skyscrapers outside your bedroom window,0,0,0,1,1,0,0,0,for friends
882,be the planmaker in your friend group,be the jokester in your friend group,0,0,0,1,1,0,0,0,for friends
883,have a tiny home with a big yard or garden,have a big house but no outdoor space,0,0,0,1,1,0,0,0,for friends
884,go on a Tinder date with someone holding a fish in their photo,go on a Tinder date with someone who really wants to talk about your natal chart,0,0,0,1,1,0,0,0,Funny
885,be someone who compulsively laughs during sad moments,who cries whenever someone makes a joke,0,0,0,1,1,0,0,0,Funny
886,get to go to outer space in your lifetime,make it so billionaires would never be allowed to go to space,0,0,0,1,1,0,0,0,Funny
887,date someone who hates dogs,who has seven dogs at all times,0,0,0,1,1,0,0,0,Funny
888,be that couple known for constant PDA,known for referring to each other by especially bad pet names,0,0,0,1,1,0,0,0,Funny
889,always feel like youre about to sneeze,always have an itch just out of scratching reach,0,0,0,1,1,0,0,0,Funny
890,get back together with your ex,have to listen to only Christmas songs for a year,0,0,0,1,1,0,0,0,Funny
891,be covered in fur,covered in scales,0,0,0,1,1,0,0,0,Funny
892,eat rotten eggs,drink sour milk,0,0,0,1,1,0,0,0,Funny
893,wear only sequined clothing,only allblack clothing for a year,0,0,0,1,1,0,0,0,Funny
894,only be able to go on cruises,only be able to go to Disney World for vacations,0,0,0,1,1,0,0,0,Funny
895,talk like Minnie Mouse when youre angry,laugh just like Spongebob,0,0,0,1,1,0,0,0,Funny
896,only be able to speak in Twilight movie quotes,only be able to speak in riddles,0,0,0,1,1,0,0,0,Funny
897,only be able to read romance novels,only be able to watch reality dating shows for a year,0,0,0,1,1,0,0,0,Funny
898,be in extreme heat in a snowsuit,in extreme cold in a swimsuit,0,0,0,1,1,0,0,0,Funny
899,be able to eat only Hawaiian pizza,only pizza thats doused in ranch,0,0,0,1,1,0,0,0,Funny
900,drink mayo through a straw,slurp down your favorite soda like soup with a spoon,0,0,0,1,1,0,0,0,Funny
901,be trapped in a rom com with people you hate,trapped in a horror movie with people you love,0,0,0,1,1,0,0,0,Funny
902,let your mother,your ex create your next online dating profile,0,0,0,1,1,0,0,0,Funny
903,give up showering for a month,give up the internet for a month,0,0,0,1,1,0,0,0,Funny
904,get the hiccups every other hour,have to end every sentence you speak with I do declare,0,0,0,1,1,0,0,0,Funny
905,have to read your middle school diary aloud to your friends,watch only the National Treasure movies for the next year,0,0,0,1,1,0,0,0,Funny
906,have teeth that are unusually pointy,hair thats always wet,0,0,0,1,1,0,0,0,Funny
907,accidentally send a sext to your mom,to your boss,0,0,0,1,1,0,0,0,Funny
908,have an ahem bathroom emergency at a dates house,at your place of work,0,0,0,1,1,0,0,0,Funny
909,brush your teeth with mustard,wash your hair with relish,0,0,0,1,1,0,0,0,Funny
910,have to battle one bear sized duck,10 duck sized bears,0,0,0,1,1,0,0,0,Funny
911,compulsively slip into a Batman voice whenever youre horny,compulsively talk like Yoda in job interviews,0,0,0,1,1,0,0,0,Funny
912,have only used toothbrushes,used underwear at your disposal for a week,0,0,0,1,1,0,0,0,Funny
913,wear only gowns at home,only sweats when out,0,0,0,1,1,0,0,0,Funny
914,always have damp socks,always have a pebble in your shoe,0,0,0,1,1,0,0,0,Funny
915,spend a year in a convent,a year living in a Las Vegas hotelcasino,0,0,0,1,1,0,0,0,Funny
916,eat BBQ for breakfast,pastries for dinner,0,0,0,1,1,0,0,0,Funny
917,date someone with a visible tattoo of their exs name,get a tattoo of your current partners name,0,0,0,1,1,0,0,0,Funny
918,have hands for feet,ears for elbows,0,0,0,1,1,0,0,0,Funny
919,know when youll die,how youll die,0,0,0,1,1,0,0,0,Deep
920,have more time,more money,0,0,0,1,1,0,0,0,Deep
921,elope,have 300 people at your wedding,0,0,0,1,1,0,0,0,Deep
922,be able to predict the future,forget anything you wanted from your past,0,0,0,1,1,0,0,0,Deep
923,have a pause button,a rewind button on your life,0,0,0,1,1,0,0,0,Deep
924,have your dream home,have the funds to travel as much as you wanted,0,0,0,1,1,0,0,0,Deep
925,never age,never have to worry about money,0,0,0,1,1,0,0,0,Deep
926,be rich and hate what you do,have just enough to make ends meet and love what you do,0,0,0,1,1,0,0,0,Deep
927,find true love,find the thing in life youre most talented at,0,0,0,1,1,0,0,0,Deep
928,travel back in time to meet your ancestors,travel forward in time to meet your descendants,0,0,0,1,1,0,0,0,Deep
929,fall in love multiple times,be able to love only one person,0,0,0,1,1,0,0,0,Deep
930,be buried,cremated one day,0,0,0,1,1,0,0,0,Deep
931,let bygones be bygones,get the final word,0,0,0,1,1,0,0,0,Deep
932,be able to speak any language you wanted,play any instrument you wanted,0,0,0,1,1,0,0,0,Deep
933,be CEO of your own company,be paid a good salary to not have to work a ton in a lesssenior role,0,0,0,1,1,0,0,0,Deep
934,be remembered for the wrong reason,completely forgotten,0,0,0,1,1,0,0,0,Deep
935,know for certain what happens when we die but not be able to tell others,only be able to guess what happens just like everyone else,0,0,0,1,1,0,0,0,Deep
936,live near family,be far from family but living exactly where you wanted,0,0,0,1,1,0,0,0,Deep
937,be surrounded by other people 75 of the time,alone 75 of the time,0,0,0,1,1,0,0,0,Deep
938,be extremely talented at one thing only,pretty decent at a large number of things,0,0,0,1,1,0,0,0,Deep
939,be able to see other peoples futures,be able to see your own,0,0,0,1,1,0,0,0,Deep
940,be shown love in gifts,through words of affirmation,0,0,0,1,1,0,0,0,Deep
941,win a top prize for a work of art youve created,earn a patent for an invention youve made,0,0,0,1,1,0,0,0,Deep
942,be endlessly lucky,know youve earned everything youve achieved,0,0,0,1,1,0,0,0,Deep
943,find meaning in what you accomplish in life,in who you surround yourself with,0,0,0,1,1,0,0,0,Deep
944,marry for love for practical purposes,never get married at all,0,0,0,1,1,0,0,0,Deep
945,find meaning in religion,be comfortable with atheism,0,0,0,1,1,0,0,0,Deep
946,people laughed,cried at your funeral,0,0,0,1,1,0,0,0,Deep
947,be able to see 10 minutes into the future,be able to erase three mistakes from your past,0,0,0,1,1,0,0,0,Deep
948,see prisons abolished,health care made free first,0,0,0,1,1,0,0,0,Deep
949,be single for 10 years,have three relationships in 10 years that going into them you knew would all end,0,0,0,1,1,0,0,0,Deep
950,spend all the money you made in life,have something to leave behind,0,0,0,1,1,0,0,0,Deep
951,die before,after your partner,0,0,0,1,1,0,0,0,Deep
952,never make a new friend but keep pouring into the ones you have now,continue to expand your circle knowing some friendships will fall off,0,0,0,1,1,0,0,0,Deep
953,dismantle systems of oppression from the inside,the outside,0,0,0,1,1,0,0,0,Deep
954,Have pizza for breakfast,Have pancakes for dinner,0,0,0,1,1,0,0,0,Food
955,Eat spaghetti with meatballs,Eat tacos with all the toppings,0,0,0,1,1,0,0,0,Food
